TransactionAmt,amount_deviation_ratio,tx_count_user,is_new_merchant,unusual_time,hour_of_day,is_weekend,is_night,card1,card2,card3,card4,card5,ProductCD,addr1,addr2,DeviceType,isFraud
103.95,1.5076142131979695,202,0,1,14,1,0,14014,146.0,150.0,3,117.0,4,264.0,87.0,0,0
180.95,3.015833333333333,844,0,1,0,0,1,14426,111.0,150.0,3,224.0,4,264.0,87.0,0,0
15.0,0.19230769230769232,875,0,1,23,0,0,4030,174.0,150.0,4,226.0,4,126.0,87.0,0,0
10.329,0.2754840774523924,213,0,1,1,0,1,15890,545.0,185.0,4,195.0,0,-999.0,-999.0,1,0
20.95,0.28718300205620284,425,0,0,22,1,0,6816,-999.0,-999.0,0,-999.0,4,204.0,87.0,0,0
57.95,0.8404641044234953,2428,0,1,1,0,1,10023,111.0,150.0,4,226.0,4,325.0,87.0,0,0
226.0,2.237623762376238,788,0,1,1,1,1,3178,490.0,150.0,4,226.0,4,299.0,87.0,0,0
59.0,0.9833333333333333,249,0,0,14,0,0,16116,568.0,150.0,4,226.0,4,330.0,87.0,0,0
50.0,0.8333333333333334,1790,0,1,2,0,1,1675,174.0,150.0,4,226.0,4,330.0,87.0,0,0
75.0,0.7009345794392523,1503,0,1,0,0,1,15775,481.0,150.0,3,102.0,3,330.0,87.0,1,0
807.64,6.844406779661017,34,0,0,19,0,0,9168,249.0,150.0,4,226.0,4,299.0,87.0,0,0
23.47,0.2762151347534424,7091,0,1,2,0,1,12695,490.0,150.0,4,226.0,4,325.0,87.0,0,0
226.0,2.6597622690361304,7091,0,1,8,0,0,12695,490.0,150.0,4,226.0,4,325.0,87.0,0,1
554.0,4.396825396825397,253,0,0,21,1,0,8468,111.0,150.0,3,219.0,4,512.0,87.0,0,0
107.95,1.0688118811881189,839,0,0,17,0,0,17321,111.0,150.0,4,226.0,4,472.0,87.0,0,1
69.0,0.8846153846153846,875,0,0,20,0,0,4030,174.0,150.0,4,226.0,4,126.0,87.0,0,0
108.5,0.9194915254237288,177,0,0,2,0,1,7970,490.0,150.0,4,226.0,4,512.0,87.0,0,0
49.5,0.8608695652173913,1085,0,1,13,1,0,10989,360.0,150.0,4,166.0,4,325.0,87.0,0,0
335.0,5.583333333333333,2411,0,0,16,0,0,7815,161.0,150.0,3,117.0,4,123.0,87.0,0,0
77.0,1.3339107838891295,222,0,1,4,0,1,8187,-999.0,150.0,4,166.0,4,269.0,87.0,0,0
97.384,3.2990277448423053,10361,0,0,20,0,0,15885,545.0,185.0,4,138.0,0,-999.0,-999.0,2,0
149.95,2.1747643219724435,5129,0,1,9,1,0,12839,321.0,150.0,4,226.0,4,264.0,87.0,0,0
50.0,0.8333333333333334,6773,1,0,23,0,0,12544,321.0,150.0,4,226.0,3,204.0,87.0,1,0
59.0,0.9833333333333333,14,0,0,1,0,1,16272,127.0,150.0,3,224.0,4,123.0,87.0,0,0
30.95,0.4072368421052632,185,0,0,20,0,0,15863,158.0,150.0,4,226.0,4,177.0,87.0,0,0
107.95,1.7991666666666668,1108,0,0,19,0,0,4663,490.0,150.0,4,166.0,4,498.0,87.0,0,0
44.0,0.7333333333333333,14162,0,1,15,0,0,9500,321.0,150.0,4,226.0,4,324.0,87.0,0,0
117.0,1.0263157894736843,683,0,0,19,0,0,2755,404.0,150.0,3,102.0,4,251.0,87.0,0,0
57.95,0.9830364715860899,4,0,1,22,1,0,7100,555.0,150.0,4,226.0,4,436.0,87.0,0,0
24.0,0.8,94,0,0,21,1,0,15224,248.0,150.0,3,166.0,4,272.0,87.0,0,0
500.0,8.333333333333334,1429,0,0,18,1,0,15651,417.0,150.0,4,226.0,4,330.0,87.0,0,0
88.5,1.1277476903472445,120,0,0,16,0,0,14634,365.0,150.0,4,226.0,4,264.0,87.0,0,0
150.0,0.8620689655172413,206,0,0,16,1,0,12133,111.0,150.0,3,129.0,2,299.0,87.0,1,0
226.0,4.346153846153846,130,0,0,19,1,0,1595,321.0,150.0,4,100.0,4,476.0,87.0,0,0
159.95,2.665833333333333,559,0,1,2,0,1,9485,111.0,150.0,4,226.0,4,315.0,87.0,0,0
301.31,2.5534745762711863,4410,0,0,13,0,0,2616,327.0,150.0,2,102.0,4,330.0,87.0,0,0
110.0,1.02803738317757,1503,0,0,14,0,0,15775,481.0,150.0,3,102.0,3,330.0,87.0,1,0
57.0,0.523175768701239,7945,0,0,18,1,0,15066,170.0,150.0,3,102.0,4,204.0,87.0,0,0
226.0,3.7666666666666666,337,0,0,20,1,0,10313,258.0,150.0,4,226.0,4,469.0,87.0,0,0
15.0,0.25,1308,1,1,1,0,1,12686,215.0,150.0,4,226.0,1,191.0,87.0,2,0
200.0,0.1998001998001998,14,0,0,12,1,0,11491,399.0,150.0,1,146.0,2,191.0,87.0,1,0
35.95,0.42823108993448483,10344,0,1,0,0,1,17188,321.0,150.0,4,226.0,4,310.0,87.0,0,0
49.0,0.6282051282051282,875,0,1,23,1,0,4030,174.0,150.0,4,226.0,4,126.0,87.0,0,0
49.0,0.8166666666666667,14162,0,1,12,0,0,9500,321.0,150.0,4,226.0,4,272.0,87.0,0,0
87.0,1.4745762711864407,2891,0,0,23,0,0,12577,268.0,150.0,4,166.0,4,498.0,87.0,0,0
92.0,1.0760233918128654,38,0,1,22,0,0,15436,302.0,150.0,4,226.0,4,330.0,87.0,0,0
6.517,0.18863064053952358,72,0,1,14,0,0,10175,176.0,185.0,4,102.0,0,-999.0,-999.0,2,1
209.95,3.4991666666666665,168,0,0,2,1,1,1955,383.0,150.0,4,226.0,4,498.0,87.0,0,0
58.97,0.4997457627118644,4410,0,0,14,0,0,2616,327.0,150.0,2,102.0,4,264.0,87.0,0,0
171.0,1.4491525423728813,2505,0,0,16,0,0,10486,514.0,150.0,3,219.0,4,181.0,87.0,0,1
49.0,0.5836807623585467,10344,0,0,19,0,0,17188,321.0,150.0,4,226.0,4,299.0,87.0,0,0
6.025,0.19906168434268345,925,0,1,12,0,0,10568,204.0,185.0,4,226.0,0,-999.0,-999.0,2,0
24.97,0.41616666666666663,14162,0,0,22,1,0,9500,321.0,150.0,4,226.0,4,204.0,87.0,0,0
209.95,1.9270307480495639,753,0,0,21,1,0,9350,111.0,150.0,4,162.0,4,299.0,87.0,0,0
49.0,0.8909090909090909,101,0,1,2,1,1,10652,321.0,150.0,4,166.0,4,204.0,87.0,0,0
49.0,0.8312128922815946,582,0,0,23,1,0,17598,268.0,150.0,4,166.0,4,203.0,87.0,0,0
159.0,1.5150071462601238,3929,0,0,18,0,0,16132,111.0,150.0,4,226.0,4,299.0,87.0,0,0
107.95,1.383974358974359,2792,0,1,14,1,0,7664,490.0,150.0,4,226.0,4,264.0,87.0,0,0
31.97,0.9949582970247727,4158,0,0,19,0,0,9633,130.0,185.0,4,138.0,0,-999.0,-999.0,2,0
8.238,0.30909500225123815,4614,0,1,1,1,1,3154,408.0,185.0,3,224.0,0,-999.0,-999.0,2,0
35.95,0.6098388464800679,433,0,1,14,1,0,11465,360.0,150.0,4,166.0,4,441.0,87.0,0,0
139.252,3.630703446837358,198,0,1,6,0,0,15315,202.0,185.0,3,137.0,0,-999.0,-999.0,1,0
226.0,2.0925925925925926,497,0,0,12,0,0,3605,514.0,150.0,3,224.0,4,325.0,87.0,0,0
30.95,0.4072368421052632,1940,0,0,23,0,0,11839,490.0,150.0,4,226.0,4,512.0,87.0,0,0
22.993,0.8627119915953774,4614,0,0,23,0,0,3154,408.0,185.0,3,224.0,0,-999.0,-999.0,1,1
10.329,0.28801271505451304,2076,0,0,2,1,1,9026,545.0,185.0,4,137.0,0,-999.0,-999.0,1,0
62.95,0.5334745762711864,1799,0,1,14,0,0,2455,321.0,150.0,4,226.0,4,441.0,87.0,0,0
450.0,2.795899347623486,106,1,0,19,0,0,18054,512.0,150.0,3,219.0,2,387.0,87.0,2,0
169.95,2.8325,6773,0,1,14,0,0,12544,321.0,150.0,4,226.0,4,184.0,87.0,0,0
159.95,0.9937868903386144,59,0,0,18,0,0,6470,111.0,150.0,4,226.0,4,299.0,87.0,0,0
47.95,0.6147435897435898,6141,0,1,8,0,0,2803,100.0,150.0,4,226.0,4,184.0,87.0,0,0
100.0,1.6666666666666667,6773,0,1,1,0,1,12544,321.0,150.0,4,226.0,4,441.0,87.0,0,0
31.478,1.2597750830431826,700,0,1,17,1,0,15257,375.0,185.0,3,224.0,0,-999.0,-999.0,1,0
68.95,0.9072368421052632,783,0,1,3,0,1,16661,490.0,150.0,4,226.0,4,220.0,87.0,0,0
117.0,1.95,249,0,0,17,1,0,16116,568.0,150.0,4,226.0,4,325.0,87.0,0,0
107.5,1.7916666666666667,6773,0,0,21,0,0,12544,321.0,150.0,4,226.0,4,337.0,87.0,0,0
6.517,0.18863064053952358,72,0,0,0,0,1,10175,176.0,185.0,4,102.0,0,-999.0,-999.0,2,1
117.0,1.0738871041762277,24,0,1,10,0,0,12435,555.0,150.0,4,226.0,4,143.0,87.0,0,0
88.95,1.0595592614651579,10344,0,0,23,0,0,17188,321.0,150.0,4,226.0,4,299.0,87.0,0,0
97.0,1.043010752688172,2774,0,1,0,1,1,7861,494.0,150.0,4,226.0,4,299.0,87.0,0,0
117.0,1.0833333333333333,6771,1,0,16,0,0,6019,583.0,150.0,4,226.0,4,315.0,87.0,0,0
49.0,0.8166666666666667,6773,0,0,16,0,0,12544,321.0,150.0,4,226.0,4,337.0,87.0,0,0
59.0,0.8556925308194343,723,0,1,0,0,1,16632,215.0,150.0,3,229.0,4,181.0,87.0,0,0
49.0,0.7106598984771574,198,0,1,16,0,0,13366,437.0,150.0,4,226.0,4,299.0,87.0,0,0
57.95,0.7384517362217268,120,0,1,3,0,1,14634,365.0,150.0,4,226.0,4,205.0,87.0,0,0
37.44,0.624,102,0,0,21,0,0,8880,111.0,150.0,4,226.0,4,110.0,87.0,0,0
57.0,0.7755629634669025,1492,0,0,22,0,0,13249,111.0,150.0,4,226.0,4,264.0,87.0,0,0
24.5,0.4152542372881356,2891,0,1,4,0,1,12577,268.0,150.0,4,166.0,4,264.0,87.0,0,0
922.0,15.366666666666667,14162,0,1,9,0,0,9500,321.0,150.0,4,226.0,4,231.0,87.0,0,1
25.0,0.32051282051282054,1898,1,1,17,1,0,2772,512.0,150.0,4,226.0,1,191.0,87.0,1,0
117.0,1.95,261,0,1,22,1,0,4812,268.0,150.0,4,166.0,4,512.0,87.0,0,0
113.0,1.2840909090909092,1383,0,1,10,0,0,14858,558.0,150.0,4,226.0,4,325.0,87.0,0,0
107.95,1.312861051991487,4,0,1,9,1,0,16102,111.0,150.0,4,195.0,4,181.0,87.0,0,0
213.0,1.9722222222222223,497,0,0,15,1,0,3605,514.0,150.0,3,224.0,4,325.0,87.0,0,0
160.5,1.5891089108910892,126,1,0,17,1,0,16566,583.0,150.0,3,224.0,4,170.0,87.0,0,0
280.0,4.666666666666667,14932,0,0,22,0,0,7919,194.0,150.0,3,166.0,4,494.0,87.0,0,0
39.0,0.65,1722,0,1,23,0,0,11157,215.0,150.0,4,226.0,4,204.0,87.0,0,0
92.0,0.8444240477283157,7945,0,0,17,0,0,15066,170.0,150.0,3,102.0,4,325.0,87.0,0,0
29.0,0.48333333333333334,14162,0,1,11,0,0,9500,321.0,150.0,4,226.0,4,433.0,87.0,0,0
15.0,0.2158273381294964,1767,0,1,18,0,0,14290,512.0,150.0,4,226.0,4,315.0,87.0,0,0
39.0,0.5306483434247228,1492,0,0,20,1,0,13249,111.0,150.0,4,226.0,4,264.0,87.0,0,0
7.378,0.22961533673596413,4158,0,0,20,1,0,9633,130.0,185.0,4,138.0,0,-999.0,-999.0,2,0
67.95,1.1325,14932,0,1,8,1,0,7919,194.0,150.0,3,166.0,4,330.0,87.0,0,0
171.0,1.4491525423728813,394,0,0,17,0,0,4151,404.0,150.0,3,102.0,4,272.0,87.0,0,0
83.95,1.1046052631578949,1167,0,0,14,1,0,9175,111.0,150.0,4,226.0,4,126.0,87.0,0,0
117.0,1.2446808510638299,57,0,0,21,0,0,18039,563.0,150.0,4,226.0,4,204.0,87.0,0,0
27.0,0.45,14932,0,0,15,0,0,7919,194.0,150.0,3,166.0,4,203.0,87.0,0,0
77.0,1.2833333333333334,454,0,0,13,1,0,5017,432.0,150.0,4,226.0,4,330.0,87.0,0,0
50.0,0.45892611289582375,166,1,1,14,1,0,18095,243.0,150.0,4,226.0,3,387.0,87.0,1,0
24.5,0.35251798561151076,190,0,1,19,0,0,14540,276.0,150.0,4,226.0,4,472.0,87.0,0,0
500.0,0.998003992015968,1,0,0,20,0,0,9219,246.0,150.0,4,195.0,4,485.0,87.0,0,0
56.5,0.9416666666666667,75,0,1,1,0,1,6554,592.0,150.0,4,226.0,4,272.0,87.0,0,0
33.692,0.9711749106422229,162,0,1,14,1,0,10369,176.0,185.0,3,137.0,0,-999.0,-999.0,1,0
59.0,0.6557377049180328,2038,0,1,3,0,1,7676,512.0,150.0,4,226.0,4,512.0,87.0,0,0
454.95,3.855508474576271,1651,0,0,22,0,0,1893,514.0,150.0,3,224.0,4,310.0,87.0,0,0
103.97,0.9542909591555759,68,0,0,19,1,0,4186,446.0,150.0,4,226.0,4,441.0,87.0,0,0
100.0,1.6963528413910092,170,1,0,19,0,0,15316,252.0,150.0,4,226.0,2,260.0,87.0,1,0
117.0,1.95,14932,0,1,10,1,0,7919,194.0,150.0,3,166.0,4,143.0,87.0,0,0
12.665,0.4290456993800603,10361,0,0,20,1,0,15885,545.0,185.0,4,138.0,0,-999.0,-999.0,1,0
34.0,0.9714285714285714,1,0,0,22,0,0,7072,555.0,150.0,4,226.0,4,436.0,87.0,0,0
77.95,1.3223070398642918,1509,0,1,23,1,0,2392,360.0,150.0,3,126.0,4,177.0,87.0,0,0
107.95,1.4203947368421053,89,0,1,14,0,0,16046,111.0,150.0,4,226.0,4,498.0,87.0,0,0
57.95,0.8338129496402878,1767,0,1,0,0,1,14290,512.0,150.0,4,226.0,4,485.0,87.0,0,0
31.95,0.3260204081632653,2578,0,1,2,0,1,7207,111.0,150.0,4,226.0,4,204.0,87.0,0,0
107.95,1.769672131147541,1916,0,1,1,1,1,17399,111.0,150.0,3,224.0,4,204.0,87.0,0,0
209.95,1.220639534883721,57,0,0,23,0,0,8474,490.0,150.0,4,226.0,4,325.0,87.0,0,0
49.0,0.8166666666666667,54,0,0,18,0,0,13360,270.0,150.0,4,166.0,4,441.0,87.0,0,0
14.755,0.5536169893441393,4614,0,1,15,0,0,3154,408.0,185.0,3,224.0,0,-999.0,-999.0,1,1
100.0,1.2820512820512822,6141,0,1,0,1,1,2803,-999.0,-999.0,0,-999.0,4,272.0,87.0,0,0
107.95,1.458980943370726,3152,0,0,19,0,0,12501,490.0,150.0,4,226.0,4,181.0,87.0,0,0
29.5,0.49166666666666664,6773,0,0,15,1,0,12544,321.0,150.0,4,226.0,4,476.0,87.0,0,0
59.0,0.8556925308194343,1461,0,0,20,0,0,17400,174.0,150.0,4,226.0,4,123.0,87.0,0,0
34.0,0.4358974358974359,1085,0,0,22,0,0,8406,264.0,150.0,4,226.0,4,264.0,87.0,0,0
48.692,1.5153740819121122,4158,0,1,17,1,0,9633,130.0,185.0,4,138.0,0,-999.0,-999.0,1,0
100.0,0.91324200913242,11,0,0,0,1,1,16088,160.0,150.0,4,195.0,2,225.0,87.0,2,0
19.95,0.2625,1167,0,0,14,0,0,9175,111.0,150.0,4,226.0,4,126.0,87.0,0,0
305.97,3.0294059405940597,372,0,1,16,1,0,5167,361.0,150.0,4,195.0,4,126.0,87.0,0,0
57.95,0.8404641044234953,2428,0,0,16,0,0,10023,111.0,150.0,4,226.0,4,325.0,87.0,0,0
35.95,0.562157935887412,1947,0,0,19,1,0,4436,174.0,150.0,4,226.0,4,184.0,87.0,0,0
100.0,0.9259259259259259,6771,0,0,17,0,0,6019,583.0,150.0,4,226.0,2,476.0,87.0,1,0
280.0,4.666666666666667,5,0,1,21,0,0,10564,555.0,150.0,4,226.0,4,269.0,87.0,0,0
100.0,1.4388489208633093,936,1,0,18,0,0,11919,170.0,150.0,3,224.0,1,264.0,87.0,1,0
47.95,0.5643168177003649,7091,0,0,17,0,0,12695,490.0,150.0,4,226.0,4,325.0,87.0,0,0
48.95,0.8158333333333334,1722,0,0,20,0,0,11157,215.0,150.0,4,226.0,4,204.0,87.0,0,0
335.0,2.359154929577465,308,0,1,1,0,1,11690,111.0,150.0,4,226.0,4,512.0,87.0,0,0
54.5,0.5046296296296297,497,0,1,3,1,1,3605,514.0,150.0,3,224.0,4,220.0,87.0,0,0
59.0,0.9833333333333333,111,0,1,13,0,0,5653,429.0,150.0,4,226.0,4,204.0,87.0,0,0
107.95,1.7991666666666668,320,0,1,1,0,1,3484,372.0,150.0,3,117.0,4,264.0,87.0,0,0
57.95,0.8404641044234953,5129,0,0,4,1,1,12839,321.0,150.0,4,226.0,4,264.0,87.0,0,0
226.0,3.7666666666666666,1108,0,0,21,0,0,4663,490.0,150.0,4,166.0,4,512.0,87.0,0,0
50.0,0.6410256410256411,62,1,0,18,0,0,1954,383.0,150.0,4,226.0,2,205.0,87.0,1,0
8.485,0.3183625994296863,4614,0,1,13,1,0,3154,408.0,185.0,3,224.0,0,-999.0,-999.0,0,0
300.0,3.6832412523020257,14,1,0,18,1,0,9509,555.0,150.0,4,226.0,1,191.0,87.0,1,1
226.0,0.9955947136563876,18,0,0,14,0,0,9044,555.0,150.0,4,226.0,4,384.0,87.0,0,0
737.0,2.325287900299732,12,0,0,17,0,0,3796,555.0,150.0,4,226.0,4,220.0,87.0,0,0
29.0,0.3815789473684211,371,0,1,1,1,1,9885,481.0,150.0,3,117.0,4,264.0,87.0,0,0
30.0,0.297029702970297,572,1,1,0,1,1,3278,453.0,150.0,4,226.0,3,337.0,87.0,2,0
171.0,2.1923076923076925,6141,0,1,22,1,0,2803,100.0,150.0,4,226.0,4,502.0,87.0,0,0
107.95,1.383974358974359,31,0,1,21,0,0,1914,555.0,150.0,4,226.0,4,330.0,87.0,0,0
47.95,0.7867104183757178,4209,0,0,16,0,0,18132,567.0,150.0,3,117.0,4,337.0,87.0,0,0
59.0,0.5,1799,0,0,23,1,0,2455,-999.0,-999.0,0,-999.0,4,299.0,87.0,0,0
22.748,0.6343027632936453,2076,0,0,6,0,0,9026,545.0,185.0,4,137.0,0,-999.0,-999.0,2,1
159.95,2.665833333333333,1429,0,1,12,0,0,15651,417.0,150.0,4,226.0,4,330.0,87.0,0,0
41.069,1.4445147901938027,167,0,0,1,0,1,5458,266.0,185.0,3,224.0,0,-999.0,-999.0,1,0
226.0,3.054466819840519,3152,0,0,22,0,0,12501,490.0,150.0,4,226.0,4,181.0,87.0,0,0
57.95,0.36004970487729115,25,0,1,3,0,1,4741,555.0,150.0,4,226.0,4,315.0,87.0,0,0
1600.0,15.841584158415841,324,1,1,4,1,1,6021,321.0,150.0,4,226.0,2,299.0,87.0,1,0
380.56,3.280689655172414,5172,0,0,19,0,0,10616,583.0,150.0,4,226.0,4,299.0,87.0,0,0
106.0,0.9906542056074766,1503,0,1,0,0,1,15775,481.0,150.0,3,102.0,3,330.0,87.0,1,0
50.0,0.423728813559322,2505,1,0,15,1,0,10486,514.0,150.0,3,219.0,1,264.0,87.0,1,0
130.5,1.1917808219178083,29,0,0,21,1,0,4147,543.0,150.0,3,224.0,4,191.0,87.0,0,0
198.888,3.0149620264677797,114,0,0,2,0,1,5713,168.0,144.0,4,147.0,0,-999.0,-999.0,1,0
117.0,1.95,514,0,0,19,0,0,11925,553.0,150.0,4,226.0,4,512.0,87.0,0,0
200.0,1.3245033112582782,11,0,1,2,0,1,16445,399.0,150.0,1,137.0,2,315.0,87.0,1,0
100.0,0.9900990099009901,2988,1,0,16,1,0,16659,170.0,150.0,4,226.0,2,387.0,87.0,1,0
68.95,0.5843220338983051,340,0,1,21,0,0,16876,490.0,150.0,4,195.0,4,204.0,87.0,0,0
35.351,0.8358988910170013,202,0,0,23,0,0,15944,266.0,185.0,3,137.0,0,-999.0,-999.0,2,0
17.46,0.5390303011592548,2818,0,1,2,0,1,5812,408.0,185.0,3,224.0,0,-999.0,-999.0,1,0
25.95,0.3326923076923077,3490,0,0,21,0,0,7508,321.0,150.0,4,226.0,4,420.0,87.0,0,0
49.0,0.98,991,0,1,16,0,0,13307,428.0,150.0,4,166.0,4,204.0,87.0,0,0
25.95,0.23818265259293253,109,0,0,18,0,0,11636,457.0,150.0,4,226.0,4,299.0,87.0,0,0
209.95,1.4282312925170066,31,0,0,11,0,0,7298,555.0,150.0,4,226.0,4,204.0,87.0,0,0
117.0,1.3936867182846933,10344,0,0,19,0,0,17188,321.0,150.0,4,226.0,4,299.0,87.0,0,0
97.95,1.6615776081424936,40,0,1,15,0,0,7542,555.0,150.0,4,226.0,4,226.0,87.0,0,0
29.0,0.4837364470391993,507,0,1,1,0,1,8868,205.0,150.0,4,166.0,4,433.0,87.0,0,0
390.0,3.305084745762712,4410,0,0,15,0,0,2616,327.0,150.0,2,102.0,4,476.0,87.0,0,0
59.0,0.9833333333333333,53,0,0,18,1,0,8776,151.0,150.0,4,226.0,4,205.0,87.0,0,0
47.95,0.6480605487228005,3152,0,0,17,0,0,12501,490.0,150.0,4,226.0,4,310.0,87.0,0,0
108.95,1.396794871794872,3490,0,1,0,1,1,7508,321.0,150.0,4,226.0,4,220.0,87.0,0,0
226.0,2.0925925925925926,6771,1,1,14,0,0,6019,583.0,150.0,4,226.0,4,325.0,87.0,0,0
57.95,0.9658333333333334,3873,0,1,2,0,1,2884,490.0,150.0,4,226.0,4,299.0,87.0,0,0
335.0,3.9904705181655746,10344,0,0,16,0,0,17188,321.0,150.0,4,226.0,4,299.0,87.0,0,0
107.95,1.1607526881720431,83,0,0,19,0,0,9808,392.0,150.0,3,117.0,4,327.0,87.0,0,0
25.95,0.4325,14932,0,0,20,1,0,7919,194.0,150.0,3,166.0,4,494.0,87.0,0,0
59.0,0.9833333333333333,111,0,0,19,0,0,10930,444.0,150.0,4,226.0,4,330.0,87.0,0,0
556.01,3.682185430463576,835,0,0,23,0,0,17480,181.0,150.0,4,226.0,4,315.0,87.0,0,0
29.0,0.3717948717948718,3693,0,0,22,0,0,11207,361.0,150.0,4,226.0,4,325.0,87.0,0,0
209.95,2.5008933889219773,10344,0,0,15,0,0,17188,321.0,150.0,4,226.0,4,299.0,87.0,0,0
108.95,1.0379155949318852,111,0,0,16,0,0,13076,456.0,150.0,3,117.0,4,299.0,87.0,0,0
30.0,0.5,702,1,0,19,0,0,8431,269.0,150.0,3,224.0,1,433.0,87.0,2,0
236.95,1.742920191246782,37,0,0,22,0,0,9426,555.0,150.0,4,226.0,4,204.0,87.0,0,0
59.0,0.9833333333333333,294,0,1,12,0,0,6542,174.0,150.0,4,226.0,4,324.0,87.0,0,0
159.95,2.161778618732261,3152,0,0,23,0,0,12501,490.0,150.0,4,226.0,4,204.0,87.0,0,0
59.0,0.8084960602946215,204,0,1,13,0,0,15124,127.0,150.0,3,224.0,4,204.0,87.0,0,0
49.0,0.48514851485148514,560,0,1,1,1,1,17868,148.0,150.0,4,226.0,4,472.0,87.0,0,0
206.0,3.433333333333333,84,0,0,18,0,0,8315,538.0,150.0,3,117.0,4,325.0,87.0,0,0
280.0,4.749787955894826,92,0,0,16,0,0,1632,350.0,150.0,3,224.0,4,231.0,87.0,0,0
49.0,0.18263138278046961,380,0,0,18,0,0,6832,134.0,150.0,4,226.0,4,384.0,87.0,0,0
108.95,1.2977963073257892,161,0,1,1,0,1,11942,570.0,150.0,4,226.0,4,310.0,87.0,0,0
