TransactionAmt,amount_deviation_ratio,tx_count_user,is_new_merchant,unusual_time,hour_of_day,is_weekend,is_night,card1,card2,card3,card4,card5,ProductCD,addr1,addr2,DeviceType,isFraud
100.0,0.4975124378109453,5,0,0,12,1,0,7006,422.0,150.0,4,226.0,2,387.0,87.0,1,0
107.95,0.9148305084745763,281,0,0,20,0,0,3821,111.0,150.0,3,219.0,4,441.0,87.0,0,0
97.95,1.1530311948204826,51,0,0,20,0,0,10908,333.0,150.0,4,226.0,4,476.0,87.0,0,0
554.0,5.956989247311828,519,0,0,19,0,0,7826,481.0,150.0,3,224.0,4,387.0,87.0,0,0
160.5,1.7932960893854748,681,0,0,18,0,0,15497,490.0,150.0,4,226.0,4,299.0,87.0,0,0
59.0,0.7564102564102564,123,0,1,23,0,0,12037,595.0,150.0,3,224.0,4,170.0,87.0,0,0
57.95,1.0637907296925195,8,0,1,22,1,0,4780,555.0,150.0,4,226.0,4,494.0,87.0,0,0
92.0,1.4386239249413604,1109,0,0,15,0,0,12544,321.0,150.0,4,226.0,4,337.0,87.0,0,1
24.5,0.4083333333333333,218,0,1,23,1,0,9992,455.0,150.0,3,126.0,4,226.0,87.0,0,0
30.95,0.520605550883095,94,0,1,22,0,0,1764,158.0,150.0,4,226.0,4,315.0,87.0,0,0
9.283,0.3238331123979627,53,0,0,21,1,0,16346,324.0,185.0,4,226.0,0,-999.0,-999.0,1,1
59.0,0.6704545454545454,293,0,0,23,0,0,11839,490.0,150.0,4,226.0,4,512.0,87.0,0,0
125.0,1.1682242990654206,266,0,1,23,0,0,15775,481.0,150.0,3,102.0,3,330.0,87.0,1,0
81.092,2.873666678479039,356,0,1,4,1,1,13832,375.0,185.0,3,224.0,0,-999.0,-999.0,2,0
209.95,1.9270307480495639,48,0,0,15,0,0,15592,494.0,150.0,3,102.0,4,315.0,87.0,0,0
27.0,0.3068181818181818,293,0,1,17,0,0,11839,490.0,150.0,4,226.0,4,226.0,87.0,0,0
50.0,0.8333333333333334,101,0,1,23,0,0,16972,174.0,150.0,4,226.0,4,269.0,87.0,0,0
328.9,1.3405066128670702,10,0,0,17,0,0,2022,586.0,150.0,3,102.0,4,472.0,87.0,0,0
44.0,0.7333333333333333,595,0,0,17,0,0,10112,360.0,150.0,4,166.0,4,123.0,87.0,0,0
125.0,1.1682242990654206,266,0,0,13,0,0,15775,481.0,150.0,3,102.0,3,330.0,87.0,1,0
29.0,0.48333333333333334,195,0,1,14,1,0,9175,111.0,150.0,4,226.0,4,330.0,87.0,0,0
49.0,0.8166666666666667,595,0,1,14,0,0,10112,360.0,150.0,4,166.0,4,204.0,87.0,0,0
35.95,0.37545691906005224,136,0,0,16,0,0,11162,346.0,150.0,3,224.0,4,485.0,87.0,0,0
100.0,1.1302627860977679,34,1,0,21,0,0,12883,404.0,150.0,4,226.0,2,264.0,87.0,1,0
92.0,0.7540983606557377,4,0,1,1,0,1,2444,555.0,150.0,3,224.0,4,327.0,87.0,0,0
25.95,0.4402035623409669,143,0,0,0,0,1,10856,268.0,150.0,4,166.0,4,226.0,87.0,0,0
107.95,1.8312128922815945,192,0,1,17,0,0,9480,170.0,150.0,4,226.0,4,184.0,87.0,0,0
110.0,1.02803738317757,266,0,0,16,0,0,15775,481.0,150.0,3,102.0,3,330.0,87.0,1,0
21.37,0.9552972731336612,5,0,1,1,0,1,13427,379.0,102.0,4,138.0,0,-999.0,-999.0,2,0
35.95,0.5991666666666667,267,0,1,17,0,0,18018,452.0,150.0,3,117.0,4,264.0,87.0,0,0
42.95,0.7285835453774385,192,0,1,23,0,0,9480,170.0,150.0,4,226.0,4,272.0,87.0,0,0
39.0,0.65,595,0,0,18,0,0,10112,360.0,150.0,4,166.0,4,264.0,87.0,0,0
57.95,0.6478479597540525,26,0,0,19,1,0,6630,267.0,150.0,3,117.0,4,299.0,87.0,0,0
59.0,0.9833333333333333,462,0,1,8,0,0,6530,206.0,150.0,3,126.0,4,264.0,87.0,0,0
26.805,0.2653960396039604,149,1,1,2,0,1,17321,111.0,150.0,4,226.0,0,-999.0,-999.0,2,0
35.95,0.6419642857142858,156,0,1,11,0,0,3681,513.0,150.0,4,166.0,4,143.0,87.0,0,0
59.0,0.9833333333333333,193,0,0,2,1,1,1939,360.0,150.0,4,166.0,4,315.0,87.0,0,0
59.0,0.9833333333333333,457,0,1,11,0,0,5033,269.0,150.0,3,224.0,4,441.0,87.0,0,0
107.95,1.4203947368421053,71,0,0,1,0,1,5751,556.0,150.0,3,224.0,4,264.0,87.0,0,0
29.0,0.48333333333333334,41,0,1,23,0,0,12308,360.0,150.0,4,166.0,4,327.0,87.0,0,0
171.0,1.693069306930693,44,0,1,0,0,1,18375,174.0,150.0,4,162.0,4,126.0,87.0,0,0
59.0,0.9225957779515246,1109,0,0,21,0,0,12544,321.0,150.0,4,226.0,4,337.0,87.0,0,0
87.95,1.2755620014503264,429,0,0,20,0,0,10023,111.0,150.0,4,226.0,4,325.0,87.0,0,0
100.0,0.9900990099009901,3,1,1,22,0,0,5234,399.0,150.0,1,146.0,1,264.0,87.0,2,0
108.95,2.019462465245598,160,0,0,1,0,1,15986,360.0,150.0,3,229.0,4,264.0,87.0,0,0
39.0,0.38613861386138615,529,0,0,16,1,0,16659,170.0,150.0,4,226.0,4,272.0,87.0,0,0
92.0,1.2105263157894737,1004,0,0,21,1,0,2803,100.0,150.0,4,226.0,4,512.0,87.0,0,0
26.436,0.912451462593839,1782,0,1,4,1,1,15885,545.0,185.0,4,138.0,0,-999.0,-999.0,2,0
35.95,0.3425114329268293,450,0,0,14,0,0,7207,111.0,150.0,4,226.0,4,204.0,87.0,0,0
52.0,0.8821034775233249,288,0,0,18,0,0,11157,215.0,150.0,4,226.0,4,204.0,87.0,0,0
55.0,0.9166666666666666,5,0,0,1,0,1,5396,555.0,150.0,4,226.0,4,126.0,87.0,0,0
36.95,0.4401429422275164,1725,0,1,1,0,1,17188,321.0,150.0,4,226.0,4,299.0,87.0,0,0
100.0,1.1363636363636365,447,1,0,16,0,0,7861,494.0,150.0,4,226.0,2,191.0,87.0,2,0
335.0,3.0748049564020192,13,0,0,18,1,0,1171,532.0,150.0,3,224.0,4,177.0,87.0,0,0
117.0,1.0939691444600281,43,0,0,0,0,1,14065,298.0,150.0,4,195.0,4,441.0,87.0,0,0
25.0,0.24752475247524752,529,1,1,0,0,1,16659,170.0,150.0,4,226.0,1,325.0,87.0,1,0
226.0,2.0743460302891235,144,0,0,23,1,0,5938,111.0,150.0,4,162.0,4,299.0,87.0,0,0
59.0,0.541532813217072,1347,0,1,0,1,1,15066,170.0,150.0,3,102.0,4,325.0,87.0,0,0
150.0,1.428911645629912,282,0,0,20,0,0,1724,583.0,150.0,4,226.0,2,225.0,87.0,1,0
378.0,6.3,506,0,1,20,0,0,10057,225.0,150.0,3,224.0,4,315.0,87.0,0,0
15.0,0.25,139,0,1,23,0,0,4030,174.0,150.0,4,226.0,4,126.0,87.0,0,0
57.95,0.6231182795698925,519,0,0,19,1,0,7826,481.0,150.0,3,224.0,4,325.0,87.0,0,0
311.95,2.8632400183570446,1347,0,1,15,0,0,15066,170.0,150.0,3,102.0,4,264.0,87.0,0,0
10.0,0.086210612526402,40,1,0,18,0,0,14643,529.0,150.0,4,162.0,3,126.0,87.0,0,0
107.95,0.9908214777420835,1,0,0,0,0,1,16774,532.0,150.0,3,224.0,4,191.0,87.0,0,0
39.0,0.4083769633507853,40,0,1,21,0,0,15446,460.0,150.0,3,224.0,4,269.0,87.0,0,0
171.0,1.5545454545454545,809,0,0,17,0,0,10616,583.0,150.0,4,226.0,4,420.0,87.0,0,0
39.0,0.65,53,0,0,22,1,0,7669,455.0,150.0,3,126.0,4,181.0,87.0,0,0
41.0,0.39062499999999994,660,0,1,1,1,1,16132,111.0,150.0,4,226.0,4,299.0,87.0,0,0
120.0,1.188118811881188,203,0,1,3,0,1,4272,111.0,150.0,4,226.0,4,299.0,87.0,0,0
24.346,0.520230349263331,18,0,0,19,0,0,3643,405.0,185.0,4,137.0,0,-999.0,-999.0,2,1
2319.95,21.293712712253324,1347,0,0,17,1,0,15066,170.0,150.0,3,102.0,4,181.0,87.0,0,0
48.938,1.793060491701169,799,0,0,23,1,0,3154,408.0,185.0,3,224.0,0,-999.0,-999.0,1,0
226.0,2.153201219512195,450,0,0,17,0,0,7207,111.0,150.0,4,226.0,4,204.0,87.0,0,0
117.0,1.225130890052356,2,0,1,21,0,0,7659,532.0,150.0,3,195.0,4,315.0,87.0,0,0
107.95,2.1187438665358194,15,0,0,10,0,0,1859,555.0,150.0,4,226.0,4,325.0,87.0,0,0
19.92,0.9521988527724665,1,0,0,14,1,0,12456,179.0,106.0,4,226.0,0,-999.0,-999.0,0,0
59.0,1.0535714285714286,78,0,0,16,1,0,15205,270.0,150.0,4,166.0,4,315.0,87.0,0,0
57.95,0.5318953648462598,1347,0,1,1,0,1,15066,170.0,150.0,3,102.0,4,327.0,87.0,0,0
150.0,0.9933774834437086,1,0,0,4,0,1,16361,555.0,150.0,4,226.0,1,512.0,87.0,1,0
226.0,2.0743460302891235,74,0,0,16,0,0,16485,174.0,150.0,4,226.0,4,330.0,87.0,0,0
335.0,2.7459016393442623,70,0,0,19,0,0,1333,170.0,150.0,4,195.0,4,299.0,87.0,0,0
226.0,1.2117962466487935,42,0,1,22,0,0,12133,111.0,150.0,3,129.0,4,181.0,87.0,0,0
793.04,13.217333333333332,2488,0,0,19,0,0,7919,194.0,150.0,3,166.0,4,330.0,87.0,0,0
29.5,0.3513996426444312,1725,0,0,23,0,0,17188,321.0,150.0,4,226.0,4,310.0,87.0,0,0
58.95,0.9919232710752146,13,0,0,2,0,1,17175,194.0,150.0,3,166.0,4,469.0,87.0,0,0
49.0,0.5836807623585467,161,0,0,15,1,0,10960,567.0,150.0,3,117.0,4,204.0,87.0,0,0
82.95,0.9880881477069684,1725,0,1,1,1,1,17188,321.0,150.0,4,226.0,4,299.0,87.0,0,0
88.5,1.0541989279332935,1725,0,0,19,0,0,17188,321.0,150.0,4,226.0,4,299.0,87.0,0,0
77.0,1.0267351156743783,188,0,1,12,1,0,9002,453.0,150.0,4,226.0,4,327.0,87.0,0,0
30.95,0.4916600476568705,373,0,1,20,0,0,4806,490.0,150.0,4,226.0,4,315.0,87.0,0,0
117.0,1.0310641110376735,30,0,1,22,0,0,7653,216.0,150.0,4,226.0,4,272.0,87.0,0,1
159.95,2.665833333333333,457,0,0,14,0,0,5033,269.0,150.0,3,224.0,4,264.0,87.0,0,0
285.68,2.6221202386415787,1139,1,0,20,0,0,6019,583.0,150.0,4,226.0,4,325.0,87.0,0,0
77.0,0.4805741925417382,16,0,0,13,1,0,6341,512.0,150.0,3,195.0,4,123.0,87.0,0,0
15.0,0.1786777843954735,1725,1,0,21,0,0,17188,321.0,150.0,4,226.0,1,299.0,87.0,2,0
171.0,1.7905759162303665,40,0,0,14,1,0,15446,460.0,150.0,3,224.0,4,226.0,87.0,0,0
57.95,0.9658333333333334,2488,0,0,13,1,0,7919,194.0,150.0,3,166.0,4,177.0,87.0,0,0
34.95,0.5928753180661578,55,0,0,19,0,0,8113,160.0,150.0,4,226.0,4,225.0,87.0,0,0
107.95,1.5656272661348802,109,0,1,0,1,1,5291,442.0,150.0,4,226.0,4,204.0,87.0,0,0
49.0,0.8166666666666667,5,0,0,15,0,0,13157,512.0,150.0,3,224.0,4,269.0,87.0,0,0
612.0,1.457142857142857,2,0,0,21,0,0,18177,555.0,150.0,4,226.0,4,143.0,87.0,0,0
59.0,0.9833333333333333,13,0,1,1,0,1,9354,361.0,150.0,4,226.0,4,325.0,87.0,0,0
107.95,1.383974358974359,1218,0,1,1,1,1,12695,490.0,150.0,4,226.0,4,325.0,87.0,0,0
335.0,6.036036036036036,33,0,1,23,1,0,1744,530.0,150.0,4,226.0,4,476.0,87.0,0,0
115.091,4.700469675311415,371,0,0,4,0,1,16136,204.0,185.0,4,138.0,0,-999.0,-999.0,2,0
311.95,5.199166666666667,208,0,1,19,1,0,12686,215.0,150.0,4,226.0,4,143.0,87.0,0,0
944.0,7.018587360594796,118,0,0,20,0,0,6344,327.0,150.0,2,224.0,4,330.0,87.0,0,1
40.085,1.3835533695745965,1782,0,1,2,0,1,15885,545.0,185.0,4,138.0,0,-999.0,-999.0,2,0
100.0,1.3157894736842106,1004,1,0,17,0,0,2803,100.0,150.0,4,226.0,1,299.0,87.0,2,0
25.95,0.3233644859813084,26,0,1,21,0,0,6963,454.0,150.0,4,226.0,4,330.0,87.0,0,0
36.95,0.313135593220339,759,0,0,13,1,0,2616,327.0,150.0,2,102.0,4,299.0,87.0,0,0
35.535,0.8896984264092838,160,0,1,22,0,0,1976,545.0,185.0,4,102.0,0,-999.0,-999.0,1,0
44.0,0.7463952502120441,97,0,1,18,1,0,17598,268.0,150.0,4,166.0,4,272.0,87.0,0,0
59.0,0.8434596140100071,532,0,0,20,0,0,12501,490.0,150.0,4,226.0,4,204.0,87.0,0,0
52.95,0.5403061224489796,60,0,0,23,1,0,5167,361.0,150.0,4,195.0,4,231.0,87.0,0,0
34.368,1.0377124913191824,676,0,0,19,1,0,9633,130.0,185.0,4,138.0,0,-999.0,-999.0,2,0
117.0,0.9194499017681729,20,0,1,22,0,0,14839,111.0,150.0,4,226.0,4,220.0,87.0,0,0
29.0,0.3260258572231591,86,0,1,2,1,1,16630,242.0,150.0,4,166.0,4,498.0,87.0,0,0
107.95,0.9908214777420835,2,0,0,21,0,0,17073,555.0,150.0,4,226.0,4,204.0,87.0,0,0
35.95,0.4668831168831169,44,0,0,21,0,0,17933,512.0,150.0,4,195.0,4,436.0,87.0,0,0
117.0,1.95,2387,0,0,15,0,0,9500,321.0,150.0,4,226.0,4,330.0,87.0,0,0
77.0,0.8603351955307262,681,0,0,19,0,0,15497,490.0,150.0,4,226.0,4,420.0,87.0,0,0
53.97,0.8995,506,0,1,21,0,0,10057,225.0,150.0,3,224.0,4,204.0,87.0,0,0
24.0,0.2981366459627329,18,0,0,23,1,0,8397,310.0,150.0,3,117.0,4,126.0,87.0,0,0
59.0,0.6020408163265306,88,0,1,13,0,0,7835,361.0,150.0,4,226.0,4,472.0,87.0,0,0
108.5,1.391025641025641,628,0,1,15,1,0,7508,321.0,150.0,4,226.0,4,110.0,87.0,0,0
107.95,1.5532374100719424,148,0,1,14,0,0,2157,111.0,150.0,4,226.0,4,272.0,87.0,0,0
54.5,0.9083333333333333,193,0,0,0,0,1,1939,360.0,150.0,4,166.0,4,143.0,87.0,0,0
150.0,1.1904761904761905,9,0,0,19,0,0,2748,111.0,150.0,4,228.0,2,512.0,87.0,1,0
49.0,0.8166666666666667,2387,0,1,11,0,0,9500,321.0,150.0,4,226.0,4,204.0,87.0,0,0
40.0,0.6666666666666666,506,1,1,16,1,0,10057,225.0,150.0,3,224.0,1,327.0,87.0,1,0
59.0,0.9833333333333333,287,0,0,22,1,0,17055,393.0,150.0,3,117.0,4,472.0,87.0,0,0
295.0,2.70766406608536,1347,0,0,23,0,0,15066,170.0,150.0,3,102.0,4,327.0,87.0,0,0
54.0,1.2,10,0,0,23,1,0,17001,321.0,150.0,4,226.0,4,476.0,87.0,0,0
47.95,0.7617156473391581,373,0,0,13,0,0,4806,490.0,150.0,4,226.0,4,315.0,87.0,0,0
57.95,0.9658333333333334,7,0,1,10,0,0,12797,270.0,150.0,4,166.0,4,299.0,87.0,0,0
226.0,1.0560747663551402,2,1,0,17,1,0,3750,481.0,150.0,4,226.0,4,126.0,87.0,0,0
49.0,0.8166666666666667,702,0,0,19,0,0,18132,567.0,150.0,3,117.0,4,441.0,87.0,0,0
12.5,0.23169601482854493,160,0,1,14,0,0,15986,360.0,150.0,3,229.0,4,330.0,87.0,0,0
97.0,1.6166666666666667,595,0,1,15,0,0,10112,360.0,150.0,4,166.0,4,325.0,87.0,0,0
117.0,1.984732824427481,54,0,0,20,0,0,5254,414.0,143.0,4,226.0,4,502.0,87.0,0,0
77.0,0.9871794871794872,21,0,1,0,0,1,16979,291.0,150.0,4,226.0,4,204.0,87.0,0,0
59.0,0.5841584158415841,149,0,0,23,1,0,11218,579.0,150.0,4,226.0,4,184.0,87.0,0,0
150.0,1.3767783386874712,1139,0,1,0,1,1,6019,583.0,150.0,4,226.0,2,204.0,87.0,1,0
445.0,7.416666666666667,595,0,1,15,0,0,10112,360.0,150.0,4,166.0,4,177.0,87.0,0,0
47.95,0.813401187446989,47,0,1,0,1,1,2261,111.0,150.0,4,226.0,4,143.0,87.0,0,0
50.0,0.8333333333333334,195,1,1,4,0,1,9175,111.0,150.0,4,226.0,1,299.0,87.0,1,0
47.95,0.7991666666666667,8,0,0,12,1,0,4443,211.0,150.0,3,224.0,4,264.0,87.0,0,0
226.0,2.153201219512195,660,0,0,21,0,0,16132,111.0,150.0,4,226.0,4,299.0,87.0,0,0
112.99,1.4485897435897435,628,0,0,18,0,0,7508,321.0,150.0,4,226.0,4,110.0,87.0,0,0
38.118,1.3156614030546208,1782,0,1,5,0,1,15885,545.0,185.0,4,138.0,0,-999.0,-999.0,2,1
150.0,1.9230769230769231,1218,1,1,7,1,0,12695,490.0,150.0,4,226.0,1,325.0,87.0,2,1
49.0,0.47342995169082125,8,0,0,19,0,0,17007,555.0,150.0,4,226.0,4,204.0,87.0,0,0
171.0,1.8387096774193548,87,0,1,2,0,1,13749,321.0,150.0,4,226.0,4,191.0,87.0,0,0
117.0,1.95,133,0,0,21,1,0,14649,548.0,150.0,4,226.0,4,476.0,87.0,0,0
42.95,0.7158333333333334,274,0,0,22,0,0,8528,215.0,150.0,4,226.0,4,251.0,87.0,0,0
35.95,0.47302631578947374,1004,0,0,18,0,0,2803,100.0,150.0,4,226.0,4,310.0,87.0,0,0
59.0,0.9833333333333333,2387,0,0,21,0,0,9500,321.0,150.0,4,226.0,4,204.0,87.0,0,0
160.95,2.516810007818608,1109,0,1,2,0,1,12544,321.0,150.0,4,226.0,4,441.0,87.0,0,0
59.0,0.8138492309814469,248,0,0,20,1,0,14858,558.0,150.0,4,226.0,4,126.0,87.0,0,0
59.0,0.6704545454545454,7,0,0,20,1,0,14102,555.0,150.0,3,117.0,4,325.0,87.0,0,0
304.879,9.2055617621305,676,0,0,21,0,0,9633,130.0,185.0,4,138.0,0,-999.0,-999.0,1,1
98.0,1.6624257845631891,482,0,1,12,1,0,12577,268.0,150.0,4,166.0,4,433.0,87.0,0,1
59.0,0.8747220163083765,114,0,1,10,1,0,12260,236.0,150.0,4,226.0,4,204.0,87.0,0,0
412.0,6.442533229085223,1109,0,0,22,1,0,12544,321.0,150.0,4,226.0,4,494.0,87.0,0,0
57.95,0.5318953648462598,1347,0,1,13,1,0,15066,170.0,150.0,3,102.0,4,123.0,87.0,0,0
159.95,1.4681046351537401,144,0,1,15,0,0,3178,490.0,150.0,4,226.0,4,123.0,87.0,0,0
59.0,0.9833333333333333,2488,0,1,2,0,1,7919,194.0,150.0,3,166.0,4,143.0,87.0,0,0
50.0,0.423728813559322,759,1,1,4,1,1,2616,327.0,150.0,2,102.0,1,123.0,87.0,1,0
117.0,1.6143497757847536,12,0,1,19,0,0,17122,194.0,150.0,3,166.0,4,251.0,87.0,0,0
59.0,0.592964824120603,26,0,0,17,0,0,16691,170.0,150.0,3,102.0,4,181.0,87.0,0,0
117.0,1.2380952380952381,22,0,0,19,0,0,9098,170.0,150.0,3,102.0,4,205.0,87.0,0,0
1104.0,12.335195530726256,681,0,0,20,0,0,15497,490.0,150.0,4,226.0,4,299.0,87.0,0,0
34.5,0.3520408163265306,60,0,0,19,0,0,5167,361.0,150.0,4,195.0,4,220.0,87.0,0,0
117.0,1.984732824427481,42,0,0,1,0,1,18343,374.0,150.0,4,226.0,4,327.0,87.0,0,0
57.95,0.5737623762376238,19,1,1,14,0,0,15511,562.0,150.0,3,197.0,4,325.0,87.0,0,0
34.0,0.422360248447205,18,0,0,17,0,0,8397,310.0,150.0,3,117.0,4,126.0,87.0,0,0
35.95,0.49589626870818676,248,0,1,11,0,0,14858,558.0,150.0,4,226.0,4,325.0,87.0,0,0
47.95,0.6147435897435898,462,0,1,20,1,0,7664,490.0,150.0,4,226.0,4,264.0,87.0,0,0
107.95,1.383974358974359,176,0,0,18,0,0,8406,264.0,150.0,4,226.0,4,126.0,87.0,0,0
49.0,1.0375860243515087,44,0,1,17,0,0,6156,225.0,150.0,4,166.0,4,325.0,87.0,0,0
75.0,0.6883891693437356,284,1,0,16,0,0,2455,321.0,150.0,4,226.0,2,441.0,87.0,1,0
117.0,1.5394736842105263,1004,0,0,22,0,0,2803,100.0,150.0,4,226.0,4,181.0,87.0,0,0
35.95,0.4553514882837239,235,0,1,10,0,0,13249,111.0,150.0,4,226.0,4,264.0,87.0,0,0
300.0,1.1952191235059761,2,0,1,21,0,0,9942,399.0,150.0,1,223.0,2,264.0,87.0,1,0
127.95,2.1325,342,0,1,14,0,0,1444,490.0,150.0,4,166.0,4,204.0,87.0,0,0
29.0,0.5375347544022242,160,0,0,0,0,1,15986,360.0,150.0,3,229.0,4,191.0,87.0,0,0
311.95,2.64364406779661,11,0,0,16,1,0,9316,185.0,150.0,4,226.0,4,469.0,87.0,0,0
87.95,1.4658333333333333,595,0,1,10,1,0,10112,360.0,150.0,4,166.0,4,441.0,87.0,0,0
59.0,0.9225957779515246,1109,0,0,20,1,0,12544,321.0,150.0,4,226.0,4,441.0,87.0,0,0
648.24,3.2250746268656716,3,1,0,13,0,0,9343,369.0,150.0,3,137.0,4,184.0,87.0,0,0
107.95,1.7991666666666668,17,0,0,21,0,0,18036,486.0,143.0,3,224.0,4,502.0,87.0,0,0
1643.47,1.8055943134002044,2,0,0,16,0,0,13071,321.0,150.0,4,226.0,4,485.0,87.0,0,0
58.95,0.9825,348,0,1,1,0,1,17399,111.0,150.0,3,224.0,4,204.0,87.0,0,0
77.0,1.2833333333333334,20,0,1,6,0,0,3898,281.0,150.0,4,226.0,4,181.0,87.0,0,0
35.0,0.2574475910261126,6,0,1,22,0,0,1775,555.0,150.0,4,226.0,4,325.0,87.0,0,0
226.0,3.014338112704235,182,0,0,18,0,0,6174,490.0,150.0,4,226.0,4,387.0,87.0,0,0
311.95,3.9993589743589744,628,0,0,23,0,0,7508,321.0,150.0,4,226.0,4,444.0,87.0,0,0
54.0,0.6033519553072626,681,0,0,18,0,0,15497,490.0,150.0,4,226.0,4,194.0,87.0,0,0
79.58,1.0202564102564102,628,0,0,22,0,0,7508,321.0,150.0,4,226.0,4,110.0,87.0,0,0
39.0,0.5200346689779318,188,0,0,22,0,0,9002,453.0,150.0,4,226.0,4,476.0,87.0,0,0
47.95,0.7991666666666667,165,0,1,18,0,0,5700,122.0,150.0,3,126.0,4,485.0,87.0,0,0
664.0,6.094538779256539,91,0,1,1,0,1,4121,361.0,150.0,4,226.0,4,476.0,87.0,0,0
36.97,0.5283315469810647,12,0,1,0,0,1,2752,390.0,150.0,3,224.0,4,264.0,87.0,0,0
39.0,0.6615776081424936,482,0,1,2,1,1,12577,268.0,150.0,4,166.0,4,310.0,87.0,0,0
59.0,1.0008481764206953,256,0,1,1,0,1,2392,360.0,150.0,3,126.0,4,264.0,87.0,0,0
59.0,0.562038580614432,16,0,1,23,1,0,5613,413.0,150.0,4,166.0,4,433.0,87.0,0,0
554.0,4.694915254237288,3,0,0,16,0,0,4072,243.0,150.0,4,195.0,4,441.0,87.0,0,0
